"Date","Site","Depth","Temp_interp","DO_mgL_interp","Chla_interp","Turb_NTU_interp","SpCond_uScm_interp","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TN_TP","NH4NO3_SRP","TN_inf","TP_inf","NH4_inf","NO3NO2_inf","SRP_inf","DOC_inf","TN_TP_inf","NH4NO3_SRP_inf","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta","Kd","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median","AirTemp_max","AirTemp_mean","AirTemp_median","Rain_sum","RelHum_max","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","WindSpeed_max","WindSpeed_mean","WindSpeed_median","week_julian","week_series","week_cum"
"2013-07-15",50,0.1,23.6396,7.36561,3.8999,5.9133,35.6461363749578,NA,29.3,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0347538252302326,NA,1.21638388305814,NA,NA,NA,NA,103.650268500126,17.681875,18.69,16.94,0.0383243386870631,0.0296169352202114,0.0355234757597273,32.67000732,27.4045959475,26.95501099,0.0055176,93.61847631,73.9257899058333,75.07588487,906.9920044,322.534336880417,3.40364491,1.842227913875,1.767595156,27,11,11
"2013-07-22",50,0.1,25.6721,5.63641,3.9475,3.0598,36.1648073894133,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.24001465,24.4625132241667,24.68000183,0.080536802,91.90118739,82.6690483279167,82.429709625,480.0130005,168.426500956667,3.839596287,2.6625902635,2.485348861,28,12,12
"2013-07-29",50,0.1,24.4282,5.62939,2.7177,1.9017,37.7174809420105,NA,23.9,3,6,3,NA,NA,3,NA,52.6,0,66,13,NA,NA,5.07692307692308,NA,NA,NA,NA,NA,NA,0.0152442887729504,NA,0.80184958945719,0,1.00612305901473,0.198175754048355,NA,236.559891286558,17.2863541666667,18.25,16.38,0.0176092023684709,0.0134188559116226,0.0154666693585698,27.45998535,21.9908411666667,21.53998718,0,82.19823805,61.9102367495833,59.57990367,925.375,325.63183435375,3.766496974,2.524734221375,2.526815392,29,13,13
"2013-08-01",50,0.1,23.2921,7.1313,2.9517,1.3478,37.687002565106,NA,51,5,4,4,NA,NA,2.25,NA,79.3,7,56,13,NA,NA,4.84615384615385,NA,NA,NA,NA,NA,NA,0.0148626738978324,NA,1.17861004009811,0.104038717284827,0.832309738278617,0.193214760671822,NA,242.593358584211,17.3035416666667,18.44,16.5,0.0176092023684709,0.0122375191991045,0.0150493911148339,28.32000122,23.12791976875,22.71000061,0.163103998,93.78403044,77.9518457216667,76.294312695,735.0050049,249.102454660833,3.83328843,2.68383685891667,2.6722776065,30,14,14
"2013-08-12",50,0.1,27.0352,5.39555,0.7737,1.566,38.2464228135369,NA,23.5,7,4,3,NA,NA,3.66666666666667,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139445474240279,NA,0.510370435719422,NA,NA,NA,NA,259.937637700969,19.0270833333333,19.94,18.38,0.0158877345258808,0.0110930403721039,0.014226335107487,31.33001099,25.4737525945833,25.635003665,0.0327456,98.14660748,75.7985593745833,76.30922393,864.3889771,284.343541269292,4.080061261,2.57742226075,2.6825120615,31,15,15
"2013-08-18",50,0.1,25.9375333333333,6.30392,1.29606666666667,1.29743333333333,38.7041920809987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.85,19.2333402,19.080026245,0.0575016,100,96.3179352791667,96.508595015,313.4570007,90.912541621375,3.826277639,2.37145837725,2.1380737185,32,16,16
"2013-08-23",50,0.1,24.8398666666667,7.21229,1.81843333333333,1.02886666666667,39.1619613484605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.68999634,23.20959116625,23.35,0.0282432,89.03938188,79.2641425454167,80.63503467,497.5960083,165.465293727083,3.224903147,2.72983970725,2.912357271,33,17,17
"2013-08-28",50,0.1,23.7422,8.12066,2.3408,0.7603,39.6197306159223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,23.8958386733333,23.689996335,0.039888001,90.30440158,81.87332128875,81.976878155,443.4899902,142.563081065,4.980000019,4.08178445966667,4.1380235125,34,18,18
"2013-09-06",50,0.1,22.6039,8.02040666666667,2.3183,0.7603,40.1559606039934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.77001343,21.0416758220833,20.35999451,0,80.46589676,68.3904118916667,71.89384174,652.5369873,204.592458989625,4.043080614,3.10321279554167,3.27332408,35,19,19
"2013-09-13",50,0.1,21.4656,7.92015333333333,2.2958,0.7603,40.6921905920646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2300354,20.3316703795833,19.815026855,0,91.24310558,67.5525143066667,65.439954255,795.9719849,236.597081820833,8.25378701,5.06191522141667,4.116777757,36,20,20
"2013-09-18",50,0.1,20.3273,7.8199,2.2733,0.7603,41.2284205801357,NA,16.1,6,6,4,NA,NA,3,NA,40.8,7,18,10,NA,NA,2.5,NA,NA,NA,NA,NA,NA,0.0197627379087984,NA,0.806319706678974,0.138339165361589,0.355729282358371,0.197627379087984,NA,181.861481406224,15.810625,16.63,14.81,0.0221628338211657,0.0176092023684709,0.0198424387431003,21.64000854,15.900426483375,17.40004883,0,86.80699032,72.3809185479167,75.204335355,571.0159912,174.008082070417,3.553266155,2.390465704875,2.338309777,37,21,21
"2013-09-25",50,0.1,19.4967,8.20233,3.162,1.3813,41.0539713188583,NA,27.1,13,4,5,NA,NA,3.4,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199446608690428,NA,0.931415662584298,NA,NA,NA,NA,180.282856041249,16.4639583333333,17.06,15.75,0.0231146773464087,0.0180487129788194,0.0198424387431003,23.67000732,19.4437512708333,19.38500366,0.00546,85.04359611,69.7730600983333,69.505007545,654.2999878,162.926374555417,2.526994341,1.36142989104167,1.2864981645,38,22,22
"2013-10-04",50,0.1,18.8543666666667,8.34404333333333,3.82056666666667,1.43726666666667,41.1012477857173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.04000244,22.7675033566667,22.544992065,0,87.43801452,68.5953100933333,67.94307202,608.8729858,173.269041379167,3.36808554,2.435140192125,2.5290352765,39,23,23
"2013-10-11",50,0.1,18.2120333333333,8.48575666666667,4.47913333333333,1.49323333333333,41.1485242525763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.45003662,16.61376215625,16.535028075,0,98.17345918,86.8392380954167,91.0214364,354.2449951,88.0824995045833,3.719892468,2.88664797258333,2.8408917535,40,24,24
"2013-10-16",50,0.1,17.5697,8.62747,5.1377,1.5492,41.1958007194353,NA,24.5,10,4,5,NA,NA,2.8,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222,23.2499939,17.93875529125,18.55500183,0.0002712,97.24288764,75.3528904641667,74.20707344,540.5150146,142.5655037575,2.965687056,1.48565647183333,1.3524031775,41,25,25
"2013-10-23",50,0.1,15.1589,8.43282,4.8838,2.6066,41.5970203451455,NA,36,8,5,5,NA,NA,2.6,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717,12.76003418,9.812507883875,10.299996945,0.0137184,95.48921023,74.05133928125,73.14887521,407.5079956,106.761916644167,9.56912759,5.39891974216667,5.7206390045,42,26,26
"2013-10-30",50,0.1,13.3158,9.20845,5.4393,2.1702,42.2654953688944,NA,28,20,7,4,NA,NA,6.75,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479,18.90999756,15.4125012716667,15.4400116,0.0126096,97.19163268,87.2054713591667,87.132150545,327.0270081,73.571625035,3.735304657,2.89218381066667,2.9976712095,43,27,27
"2014-05-05",50,0.1,16.9798,8.70707,0.4959,1.5492,34.4844922176433,188,13.7,19,6,3,1.9,13.7226277372263,8.33333333333333,NA,NA,15,13,2,2,NA,14,0.67,0,0.67,0,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685,22.56005249,16.3145881654167,15.995019535,0.034296,91.09178671,65.9221862820833,64.50491459,709.5650024,231.055705086667,4.645696801,2.72381968070833,3.320031504,17,1,28
"2014-05-08",50,0.1,20.2692,8.73321,0.6229,0.9449,33.9512670988749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,0.62,0.07,0.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.52999268,22.5908383691667,21.94501648,0,83.68802307,61.75509103375,59.918502015,923.1259766,319.130625688333,4.312817923,3.75846612745833,3.9620142235,18,2,29
"2014-05-15",50,0.1,20.4304,9.15429,2.793,1.6163,32.3565433997417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2000061,19.42208379125,20.01001892,1.076805607,100,93.02781226,92.96653092,408.0830078,142.493207769167,6.5661098,4.6850191735,4.8852046835,19,3,30
"2014-05-22",50,0.1,20.0705,8.80407,0.9284,0.9281,32.3575367152417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25002441,22.9395907079167,22.700021365,0,87.68806204,69.5786526404167,70.272355235,903.1119995,314.0380429425,7.321338844,4.982680915375,4.6985337565,20,4,31
"2014-05-28",50,0.1,23.4184,8.43827,0.7618,0.7603,32.5922138475464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2499939,23.9612581891667,24.00499878,0,88.72485631,69.01480918125,69.593401475,903.0599976,295.313705763333,5.763002597,4.11986921258333,3.7668908155,21,5,32
"2014-06-06",50,0.1,21.8883,8.0449,1.6901,0.7939,32.021454133606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.65999756,21.4133417766667,21.01000366,0,73.98201203,58.5727497254167,59.064789745,936.46698,332.305083907083,3.47311088,2.00670556975,1.8440400905,22,6,33
"2014-06-16",50,0.1,24.1882,8.27992,0.5594,0.5757,32.0795038981523,214.9,14.9,34,3,5,2.2,14.4228187919463,7.4,NA,NA,9,36,6,1.9,NA,7.5,1.33,0.29,0.18,0.59,0.61,NA,0.0956266297942159,NA,NA,0.860639668147943,3.44255867259177,0.573759778765295,0.18169059660901,37.543524365952,21.5202083333333,22.38,20.88,0.10020466891002,0.0902195973915888,0.0955527929721967,32.08001099,26.278343455,26.90003357,0.0008592,81.63330709,63.7769443004167,65.7169963,824.4829712,268.70587316875,4.284530397,3.01842560891667,2.9867423235,23,7,34
"2014-06-23",50,0.1,24.9734,8.17872,2.4003,0.7939,32.4270318778158,151.6,13.9,9,4,5,2,10.9064748201439,2.6,NA,NA,8,29,5,1.8,NA,7.4,0.49,1.57,0.04,1.42,1.01,NA,0.0916347747657748,NA,NA,0.733078198126199,2.65740846820747,0.458173873828874,0.164942594578395,39.166747394096,22.2489583333333,22.75,21.69,0.0955527929721967,0.0879653820324372,0.091732935868125,31.40999756,25.20375595125,24.999993895,0,97.69570699,70.4145710066667,69.706032805,835.8289795,277.11357943,4.543798115,3.25820468525,3.096297041,24,8,35
"2014-06-30",50,0.1,24.6683,8.18659,1.2061,0.6932,32.633323441665,220,18.9,5,1,8,2,11.6402116402116,0.75,NA,NA,5,24,8,1.9,NA,3.625,1.45,0.56,0.25,1.26,0.49,NA,0.0965202814666654,NA,NA,0.482601407333327,2.31648675519997,0.772162251733324,0.183388534786664,37.1834044346548,23.4110416666667,24.19,22.56,0.100204668910019,0.091732935868125,0.096322978102235,29.36998901,24.9325106308333,24.68999634,0.0030408,88.82242908,70.0426302758333,71.42700158,669.2949829,214.739289205833,3.46446251,2.40544922766667,2.341683775,25,9,36
"2014-07-02",50,0.1,26.5658,8.18846,0.9205,0.391,32.8892358588027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18608429404516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11000977,29.98666661625,29.9999939,0.0126624,82.53170583,58.9630524995833,57.17909791,880.4680176,310.57933790875,5.359552266,3.38783809279167,3.3022044355,26,10,37
"2014-07-14",50,0.1,26.6282,7.87774,0.8967,0.4582,32.6006798457358,224,15.1,5,1,7,2.4,14.8344370860927,0.857142857142857,NA,NA,13,30,9,2.1,NA,4.77777777777778,0.69,1.42,0.42,1.64,2.05,NA,0.0959833015022117,NA,NA,1.24778291952875,2.87949904506635,0.863849713519905,0.201564933154645,37.3941075012409,24.3572916666667,25.31,23.88,0.099424246749955,0.091732935868125,0.0955527929721967,34.6,27.9162549345833,27.510018925,0.110973612,83.83284838,62.5022818491667,63.798240205,822.440979,279.905372621667,6.40677762,4.36837786958333,4.1345628875,27,11,38
"2014-07-21",50,0.1,24.0229,8.25049,1.9758,0.4582,32.9527431946723,139.6,11.1,0,1,13,2.3,12.5765765765766,0.0769230769230769,NA,NA,24,52,5,2.3,NA,15.2,0.99,1.79,0.77,1.97,2.09,NA,0.0938932357852772,NA,NA,2.25343765884665,4.88244826083441,0.469466178926386,0.215954442306137,38.2183209915639,23.081875,23.44,22.81,0.0970952214947295,0.0909752177161759,0.0940186196053601,30.02001343,24.5770889283333,23.975,0.018888,94.14614013,76.022992325,78.84924648,681.3800049,236.856663552083,4.739725765,3.20913488879167,3.0117840435,28,12,39
"2014-07-28",50,0.1,24.9737,7.85678,1.5989,1.0121,32.3738833728347,165.7,13.8,15,2,6,2.4,12.0072463768116,2.83333333333333,NA,NA,8,34,7,2.1,NA,6,1.14,1.91,1.08,2.18,1.55,NA,0.0876440651887801,NA,NA,0.701152521510241,2.97989821641852,0.613508456321461,0.184052536896438,40.9541600305555,23.2076041666667,24.31,22.31,0.093254642533544,0.0842508679117992,0.0872182119157772,28.83001099,24.8100067129167,24.76500854,0.0003048,80.78516711,57.2597162895833,54.85693072,914.7789917,322.18203893875,10.47576254,7.28538636741667,6.9791417545,29,13,40
"2014-08-02",50,0.1,23.1517,8.00316,3.1104,1.0456,32.7372082773266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11998901,21.6179201754167,21.24002991,0.002628,100,80.8920423054167,82.325776125,510.2550049,167.610414899583,3.267414871,2.371141675875,2.262071273,30,14,41
"2014-08-09",50,0.1,23.2407,7.70108,3.0946,1.8177,32.3198778986743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.87999878,21.2925010675,20.45002136,1.077974394,99.69986432,91.6027403270833,95.169749385,620.5499878,161.712874169708,2.166702695,1.28049826745833,1.3108870055,31,15,42
"2014-08-19",50,0.1,22.7996,8.35037,2.7296,3.0766,32.3145273210179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.74001465,23.2150054933333,22.884988405,0.0692232,100,85.0302593120833,87.29131425,583.2000122,186.185543136667,3.853686641,1.99451069591667,1.757839137,32,16,43
"2014-08-25",50,0.1,23.6362,8.46551,1.7893,0.8106,32.2211101658438,167.7,13,4,6,6,2.4,12.9,1.66666666666667,NA,NA,14,33,8,2.1,NA,5.875,1.98,2.73,1.42,1.79,2.6,NA,0.0918937808754357,NA,NA,1.2865129322561,3.03249476888938,0.735150247003486,0.192976939838415,39.0719438411705,21.603125,22.5,20.75,0.096322978102235,0.0864731693262228,0.0924927460553671,29.1,22.5254264829167,21.185006715,0,83.99960706,60.55764960375,60.013279015,919.9180298,301.963165129167,4.809345089,3.61763050520833,4.015311787,33,17,44
"2014-08-30",50,0.1,25.094,8.133495,2.07495,0.5169,32.5212172314501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.89000854,26.2800053904167,25.6650177,0.027254399,96.37024389,71.58383872875,73.959786875,813.5629883,250.169414084583,5.127202197,3.18105635329167,3.3806507295,34,18,45
"2014-09-08",50,0.1,24.0448,7.93757,3.7611,0.5421,32.8718169473692,189,20.5,4,2,6,2.6,9.21951219512195,1,NA,NA,19,88,4,2.2,NA,26.75,1.24,3.77,1.98,1.91,3.76,NA,0.0458634708314704,NA,NA,0.871405945797937,4.03598543316939,0.183453883325882,0.100899635829235,78.2577679292595,21.4242708333333,22,21,0.0477492709302522,0.0429505634092423,0.0459299368382844,21.07000122,18.7916720079167,18.779992675,0.017618399,100,92.47877089125,91.49438584,323.946991,104.772332780417,4.817239866,3.86374652770833,4.140361649,35,19,46
"2014-09-15",50,0.1,21.6138,7.22819,3.7016,0.8274,34.2353156540756,165,20.4,4,1,3,2.6,8.08823529411765,1.66666666666667,NA,NA,33,62,5,2,NA,19,1.02,2.4,1.48,1.33,1.6,NA,0.0415554157020126,NA,NA,1.37132871816642,2.57643577352478,0.207777078510063,0.0831108314040252,86.3744305686271,19.4267708333333,20.19,18.63,0.0435410982365784,0.0394643720079464,0.0417775886246348,27.66002808,21.3641754158333,21.09002075,0,88.59111776,70.2381009741667,76.00857098,767.2789917,226.113334022083,3.289756873,2.08292415033333,2.044636947,36,20,47
"2014-09-22",50,0.1,21.1751,8.40662,2.1067,1.2974,34.5190592389462,213,14.9,4,1,6,2.2,14.2953020134228,0.833333333333333,NA,NA,12,NA,9,1.9,NA,NA,1.04,1.43,1.2,0.67,0.39,NA,0.0284912771498036,NA,NA,0.341895325797643,NA,0.256421494348232,0.0541334265846268,126.082552756442,18.0533333333333,19.38,17.25,0.0306640703229447,0.0265493080186143,0.0285819985718644,23.45998535,17.4275032045833,16.78000793,0,74.74317117,56.2236840491667,59.481683545,777.8309937,240.335876625833,7.252806214,5.31405692291667,5.4110067645,37,21,48
"2014-09-29",50,0.1,19.9163,8.89591,4.4911,1.2638,35.0175904602998,193,15.5,3,1,6,2.4,12.4516129032258,0.666666666666667,NA,NA,8,84,13,1.7,NA,7.07692307692308,NA,NA,NA,NA,NA,NA,0.0237231089974947,NA,NA,0.189784871979958,1.99274115578956,0.308400416967431,0.040329285295741,151.310819652682,18.13625,18.69,17.75,0.0245672288112439,0.0221628338211657,0.0235955790054464,24.80999146,19.9108406070833,19.26499329,0.013968,92.77398512,72.5850187741667,70.05174937,486.3340149,130.337834239125,3.375203592,2.3568186305,2.3930776525,38,22,49
"2014-10-04",50,0.1,20.2158,8.97054,3.4556,1.801,35.1768488314247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.693727370340838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7499939,13.918340301875,14.670007325,0,92.23537641,58.3237380508333,53.17675094,715.526001,196.920751892083,8.376407369,7.18587726966667,7.674417698,39,23,50
