"Date","Chla_sqrt","Chla_ARlag1_sqrt","Turb_NTU_log","NH4_inf_log","flow_min","Temp_inf_min","RelHum_max_log","Rain_sum_log","WindSpeed_max_log","ShortWave_mean"
2013-06-27,0.607453701939498,1.37568164921976,0.29847363352998,0,0.0110930403721039,17.5,4.50166505958616,-4.54479029999938,1.92599213386221,254.584375705833
2013-07-03,2.01362856555026,0.607453701939498,0.588342066193819,2.56494935746154,0.0483609319391689,16.88,4.60517018598809,0.15674934978631,1.13140208084594,185.628751110833
2013-07-11,2.25348618810944,2.01362856555026,2.18992018733658,2.484906649788,0.044134314983274,16.75,4.56560174450432,-2.09510269991021,1.12627705628678,243.949708784583
2013-07-18,1.78266654200947,2.25348618810944,1.52329161570008,2.56494935746154,0.0221628338211657,17.94,4.44603044530114,-9.94430954705638,1.23390141623771,272.598583383333
2013-07-29,1.64854481285769,1.78266654200947,0.642748222976093,0,0.0134188559116226,16.38,4.40913386691756,-9.94430954705638,1.32614538488491,325.63183435375
2013-08-01,1.71805122158799,1.64854481285769,0.29847363352998,2.07944154167984,0.0122375191991045,16.5,4.5409945903451,-1.81307300961877,1.34372303271944,249.102454660833
2013-08-12,0.87960218280766,1.71805122158799,0.448524597568611,2.07944154167984,0.0110930403721039,18.38,4.58646235547915,-3.41752190458202,1.40611200325433,284.343541269292
2013-08-18,1.13844923777918,0.87960218280766,0.260387953620318,2.07944154167984,0.014226335107487,15.81,4.60517018598809,-2.85510809431625,1.34189243477312,90.912541621375
2013-08-23,1.34849298589203,1.13844923777918,0.0284578731404654,2.07944154167984,0.00857307141360553,17.38,4.48907876489468,-3.56520447675279,1.17090291785878,165.465293727083
2013-08-28,1.52996731991242,1.34849298589203,-0.274042186747746,2.07944154167984,0.00789371076278085,18,4.50318620319955,-3.22047708119511,1.60542989485182,142.563081065
2013-09-06,1.52259646656624,1.52996731991242,-0.274042186747746,2.07944154167984,0.00479334413034044,16.19,4.38783345192966,-9.94430954705638,1.39700692961394,204.592458989625
2013-09-13,1.51518975709315,1.52259646656624,-0.274042186747746,2.07944154167984,0.0189384961013892,17.56,4.51352743432049,-9.94430954705638,2.110672126539,236.597081820833
2013-09-18,1.50774666307042,1.51518975709315,-0.274042186747746,2.07944154167984,0.0176092023684709,14.81,4.4636871520642,-9.94430954705638,1.26786722416855,174.008082070417
2013-09-25,1.77820133843162,1.50774666307042,0.323025084723777,2.11021320034659,0.0180487129788194,15.75,4.44316402041619,-5.20155369811573,0.927030588989224,162.926374555417
2013-10-04,1.95462698922326,1.77820133843162,0.362743161905582,2.14006616349627,0.0158877345258808,17.13,4.47093013684012,-9.94430954705638,1.21434449391979,173.269041379167
2013-10-11,2.11639630811434,1.95462698922326,0.400943791007633,2.16905370036952,0.0171733183958222,15.06,4.58673590571397,-9.94430954705638,1.31369476141564,88.0824995045833
2013-10-16,2.26664950973899,2.11639630811434,0.43773866865846,2.19722457733622,0.0150493911148346,14.63,4.57721184501688,-8.04969269238862,1.08710872769733,142.5655037575
2013-10-23,2.20993212565454,2.26664950973899,0.958046690114482,2.30258509299405,0.014226335107487,10.38,4.55901325921893,-4.28552443833092,2.25854204038991,106.761916644167
2013-10-30,2.33223069184847,2.20993212565454,0.77481932920397,2.70805020110221,0.013820629671959,12.44,4.5766846242219,-4.36949745369714,1.3178293833975,73.571625035
2014-05-06,0.73729234364667,2.33223069184847,0.29847363352998,2.66258782679289,0.0894660807348132,12.75,4.52415721547843,-7.62683584156859,1.3905047507266,252.896497607958
2014-05-07,0.821279489577087,0.73729234364667,0.234123055357218,2.53897387132143,0.0932546425335454,13.88,4.57734723146079,-9.94430954705638,1.70148122182344,272.990795253917
2014-05-19,0.904046458983165,0.821279489577087,0.490480049100561,2.484906649788,0.0932546425335454,14.69,4.23297111274757,-9.94430954705638,1.19304473337566,272.888629674583
2014-05-22,0.963535157635672,0.904046458983165,-0.0746157933807899,2.35137525716348,0.091732935868125,16.63,4.47378576742161,-9.94430954705638,1.99079321343445,314.0380429425
2014-06-02,1.33764718816286,0.963535157635672,-0.366436721140686,2.56494935746154,0.094784671619937,17.38,4.38397339038972,-9.94430954705638,1.56143134200489,323.903457642083
2014-06-09,0.895209472693403,1.33764718816286,-0.342631163936797,2.70805020110221,0.093254642533544,19.44,4.57839357159116,-5.9978851149109,1.39660297307975,294.60054095125
