"date","runoff_m3s","Site"
2014-12-10,NA,"whole"
2014-12-11,0,"whole"
2014-12-12,0,"whole"
2014-12-13,0,"whole"
2014-12-14,0,"whole"
2014-12-15,0,"whole"
2014-12-16,0.000939480080861667,"whole"
2014-12-17,0.000939480080861667,"whole"
2014-12-18,0,"whole"
2014-12-19,0,"whole"
2014-12-20,0,"whole"
2014-12-21,0,"whole"
2014-12-22,0.00211383018193875,"whole"
2014-12-23,0.00869019074797042,"whole"
2014-12-24,0.0241916120821879,"whole"
2014-12-25,0.0176152515161563,"whole"
2014-12-26,0,"whole"
2014-12-27,0,"whole"
2014-12-28,0,"whole"
2014-12-29,0.00469740040430833,"whole"
2014-12-30,0.00751584064689333,"whole"
2014-12-31,0.002818440242585,"whole"
2015-01-01,0,"whole"
2015-01-02,0,"whole"
2015-01-03,0.00446253038409292,"whole"
2015-01-04,0.0070461006064625,"whole"
2015-01-05,0.00258357022236958,"whole"
2015-01-06,0,"whole"
2015-01-07,0,"whole"
2015-01-08,0,"whole"
2015-01-09,0,"whole"
2015-01-10,0,"whole"
2015-01-11,0.000234870020215417,"whole"
2015-01-12,0.00291825971502249,"whole"
2015-01-13,0.00446493771246745,"whole"
2015-01-14,0.00228958973345557,"whole"
2015-01-15,0.00198340113410347,"whole"
2015-01-16,0.00534924764012874,"whole"
2015-01-17,0.00555673913045259,"whole"
2015-01-18,0.00562134826821652,"whole"
2015-01-19,0.0103675475849694,"whole"
2015-01-20,0.0127459123775256,"whole"
2015-01-21,0.0103354496361602,"whole"
2015-01-22,0.00401858748401958,"whole"
2015-01-23,0.0100994108692629,"whole"
2015-01-24,0.0122132410512017,"whole"
2015-01-25,0.00211383018193875,"whole"
2015-01-26,0.00117435010107708,"whole"
2015-01-27,0.00117435010107708,"whole"
2015-01-28,0,"whole"
2015-01-29,0.000234870020215417,"whole"
2015-01-30,0.000234870020215417,"whole"
2015-01-31,0,"whole"
2015-02-01,0.00070461006064625,"whole"
2015-02-02,0.00375792032344667,"whole"
2015-02-03,0.00305331026280042,"whole"
2015-02-04,0,"whole"
2015-02-05,0,"whole"
2015-02-06,0,"whole"
2015-02-07,0,"whole"
2015-02-08,0,"whole"
2015-02-09,0.000469740040430833,"whole"
2015-02-10,0.00164409014150792,"whole"
2015-02-11,0.00117435010107708,"whole"
2015-02-12,0,"whole"
2015-02-13,0,"whole"
2015-02-14,0.000939480080861667,"whole"
2015-02-15,0.000939480080861667,"whole"
2015-02-16,0,"whole"
2015-02-17,0,"whole"
2015-02-18,0,"whole"
2015-02-19,0,"whole"
2015-02-20,0,"whole"
2015-02-21,0.032533678192861,"whole"
2015-02-22,0.0394543773705945,"whole"
2015-02-23,0.00788711017663769,"whole"
2015-02-24,0.00096641099890418,"whole"
2015-02-25,0.000346846907083335,"whole"
2015-02-26,0.000449183433585681,"whole"
2015-02-27,0.000111341990243138,"whole"
2015-02-28,9.00546374079259e-06,"whole"
2015-03-01,8.5236910751605e-05,"whole"
2015-03-02,0.00650518932288691,"whole"
2015-03-03,0.00941557852823934,"whole"
2015-03-04,0.0562396532030836,"whole"
2015-03-05,0.136645919585569,"whole"
2015-03-06,0.083418083967196,"whole"
2015-03-07,0.00218906278321438,"whole"
2015-03-08,0.00746693223329018,"whole"
2015-03-09,0.0139347100927026,"whole"
2015-03-10,0.0207136643980899,"whole"
2015-03-11,0.0269053775839083,"whole"
2015-03-12,0.0240894736452467,"whole"
2015-03-13,0.0366765080404613,"whole"
2015-03-14,0.0519177550894577,"whole"
2015-03-15,0.0521959840832183,"whole"
2015-03-16,0.0483284033473556,"whole"
2015-03-17,0.0227859570637086,"whole"
2015-03-18,0.00215517946516724,"whole"
2015-03-19,0.0115086309905554,"whole"
2015-03-20,0.014092201212925,"whole"
2015-03-21,0.00258357022236958,"whole"
2015-03-22,0,"whole"
2015-03-23,0,"whole"
2015-03-24,0,"whole"
2015-03-25,0,"whole"
2015-03-26,0.0211383018193875,"whole"
2015-03-27,0.0286541424662808,"whole"
2015-03-28,0.00751584064689333,"whole"
2015-03-29,0,"whole"
2015-03-30,0.000234870020215417,"whole"
2015-03-31,0.000234870020215417,"whole"
2015-04-01,0,"whole"
2015-04-02,0,"whole"
2015-04-03,0.000939480080861667,"whole"
2015-04-04,0.00117435010107708,"whole"
2015-04-05,0.000234870020215417,"whole"
2015-04-06,0,"whole"
2015-04-07,0.00681123058624708,"whole"
2015-04-08,0.0171455114757254,"whole"
2015-04-09,0.0166757714352946,"whole"
2015-04-10,0.00798558068732417,"whole"
2015-04-11,0.00164409014150792,"whole"
2015-04-12,0,"whole"
2015-04-13,0.000234870020215417,"whole"
2015-04-14,0.0194942116778796,"whole"
2015-04-15,0.0194942116778796,"whole"
2015-04-16,0.00469740040430833,"whole"
2015-04-17,0.00446253038409292,"whole"
2015-04-18,0,"whole"
2015-04-19,0.0427463436792058,"whole"
2015-04-20,0.0483832241643758,"whole"
2015-04-21,0.00563688048517,"whole"
2015-04-22,0,"whole"
2015-04-23,0,"whole"
2015-04-24,0,"whole"
2015-04-25,0.00634149054581625,"whole"
2015-04-26,0.0110388909501246,"whole"
2015-04-27,0.00469740040430833,"whole"
2015-04-28,0,"whole"
2015-04-29,0,"whole"
2015-04-30,0.00798558068732417,"whole"
2015-05-01,0.0115086309905554,"whole"
2015-05-02,0.00352305030323125,"whole"
2015-05-03,0,"whole"
2015-05-04,0,"whole"
2015-05-05,0,"whole"
2015-05-06,0.0143270712331404,"whole"
2015-05-07,0.0143270712331404,"whole"
2015-05-08,0,"whole"
2015-05-09,0,"whole"
2015-05-10,0,"whole"
2015-05-11,0,"whole"
2015-05-12,0.00070461006064625,"whole"
2015-05-13,0.00070461006064625,"whole"
2015-05-14,0,"whole"
2015-05-15,0.000469740040430833,"whole"
2015-05-16,0.000939480080861667,"whole"
2015-05-17,0.00070461006064625,"whole"
2015-05-18,0.000234870020215417,"whole"
2015-05-19,0,"whole"
2015-05-20,0,"whole"
2015-05-21,0.00516714044473917,"whole"
2015-05-22,0.00516714044473917,"whole"
2015-05-23,0,"whole"
2015-05-24,0,"whole"
2015-05-25,0,"whole"
2015-05-26,0,"whole"
2015-05-27,0,"whole"
2015-05-28,0,"whole"
2015-05-29,0.000939480080861667,"whole"
2015-05-30,0.000939480080861667,"whole"
2015-05-31,0.0145619412533558,"whole"
2015-06-01,0.0401627734568362,"whole"
2015-06-02,0.098645408490475,"whole"
2015-06-03,0.0833788571764729,"whole"
2015-06-04,0.0124481110714171,"whole"
2015-06-05,0.00234870020215417,"whole"
2015-06-06,0.000234870020215417,"whole"
2015-06-07,0,"whole"
2015-06-08,0.0145619412533558,"whole"
2015-06-09,0.0145619412533558,"whole"
2015-06-10,0,"whole"
2015-06-11,0,"whole"
2015-06-12,0.000939480080861667,"whole"
2015-06-13,0.00187896016172333,"whole"
2015-06-14,0.00258357022236958,"whole"
2015-06-15,0.00164409014150792,"whole"
2015-06-16,0,"whole"
2015-06-17,0.0368745931738204,"whole"
2015-06-18,0.0460345239622217,"whole"
2015-06-19,0.00915993078840125,"whole"
2015-06-20,0.000469740040430833,"whole"
2015-06-21,0.000469740040430833,"whole"
2015-06-22,0,"whole"
2015-06-23,0,"whole"
2015-06-24,0,"whole"
2015-06-25,0,"whole"
2015-06-26,0.0119783710309863,"whole"
2015-06-27,0.03382128291102,"whole"
2015-06-28,0.0218429118800337,"whole"
2015-06-29,0,"whole"
2015-06-30,0.00328818028301583,"whole"
2015-07-01,0.00328818028301583,"whole"
2015-07-02,0,"whole"
2015-07-03,0.00493227042452375,"whole"
2015-07-04,0.008455320727755,"whole"
2015-07-05,0.0070461006064625,"whole"
2015-07-06,0.0429812136994213,"whole"
2015-07-07,0.03945816339619,"whole"
2015-07-08,0.000469740040430833,"whole"
2015-07-09,0.000469740040430833,"whole"
2015-07-10,0,"whole"
2015-07-11,0.002818440242585,"whole"
2015-07-12,0.0345258929716662,"whole"
2015-07-13,0.0446253038409292,"whole"
2015-07-14,0.0133875911522787,"whole"
2015-07-15,0.000469740040430833,"whole"
2015-07-16,0,"whole"
2015-07-17,0,"whole"
2015-07-18,0,"whole"
2015-07-19,0,"whole"
2015-07-20,0,"whole"
2015-07-21,0,"whole"
2015-07-22,0,"whole"
2015-07-23,0,"whole"
2015-07-24,0,"whole"
2015-07-25,0,"whole"
2015-07-26,0.000234870020215417,"whole"
2015-07-27,0.000469740040430833,"whole"
2015-07-28,0.000234870020215417,"whole"
2015-07-29,0.000469740040430833,"whole"
2015-07-30,0.000469740040430833,"whole"
2015-07-31,0,"whole"
2015-08-01,0,"whole"
